X;Y;FECHA;DIRECCION;DIRECCION_NORMALIZADA;M2TOTAL;PRECIOARS;PRECIOARSM;PRECIOUSD;PRECIOUSDM;CAMBIO;AMBIENTES;DORMITORIO;BAÑOS;URL;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.46702416921315;-34.57915836961051;19/02/2018;AV. ALVAREZ THOMAS 1800;ALVAREZ THOMAS AV. 1800;115;3724900;78760;193000;3938;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43089272.HTML;VILLA ORTUZAR;COMUNA 15;1427;C1427CDR
-58.46570151901825;-34.55945001886349;21/02/2018;PEDRO IGNACIO RIVERA 2900;RIVERA, PEDRO I., DR. 2900;46;1640500;36940;85000;1847;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43096168.HTML;BELGRANO;COMUNA 13;1428;C1428BQJ
-58.395750638865074;-34.59465458345651;01/02/2018;ARENALES 2000;ARENALES 2000;220;10422000;47362;540000;2454;0.00;0;0;3;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43048727.HTML;RECOLETA;COMUNA 02;1124;C1124AAD
-58.400958991555186;-34.59163663698197;02/02/2018;JUNCAL 2400;JUNCAL 2400;96;2895000;31240;150000;1562;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43055408.HTML;RECOLETA;COMUNA 02;1125;C1125ABF
-58.395128838095374;-34.5863301327353;05/02/2018;AV.PUEYRREDON 2400;PUEYRREDON AV. 2400;72;13317000;191660;690000;9583;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43063015.HTML;RECOLETA;COMUNA 02;1119;C1119ACT
-58.38693663719131;-34.597081643367574;07/02/2018;MARCELO T DE ALVEAR 1400;ALVEAR, MARCELO T. DE 1400;238;11001000;47880;570000;2394;20.00;4;3;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43067904.HTML;RETIRO;COMUNA 01;1058;C1058AAV
-58.404182009089965;-34.59523092448892;08/02/2018;CHARCAS Y ECUADOR;CHARCAS Y ECUADOR;40;2991500;77500;155000;3875;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43069034.HTML;RECOLETA;COMUNA 02;;
-58.41029887463218;-34.59808878616567;08/02/2018;CORDOBA Y AGUERO;CORDOBA AV. Y AGUERO;40;3377500;87500;175000;4375;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43070569.HTML;BALVANERA;COMUNA 03;;
-58.404182009089965;-34.59523092448892;08/02/2018;ECUADOR Y CHARCAS;ECUADOR Y CHARCAS;40;3377500;87500;175000;4375;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43072586.HTML;RECOLETA;COMUNA 02;;
-58.388864437456334;-34.58929370290105;10/02/2018;QUINTANA 400;QUINTANA, MANUEL, PRES. 400;48;10615000;229160;550000;11458;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43075670.HTML;RECOLETA;COMUNA 02;1014;C1014ACQ
-58.405428822574294;-34.58729043058462;18/02/2018;FRENCH 3000;FRENCH 3000;70;5983000;88580;310000;4429;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43079382.HTML;RECOLETA;COMUNA 02;1425;C1425AWJ
-58.38621085941991;-34.58816271331095;20/02/2018;PEÑA 2000;RODRIGUEZ PEÑA 2000;438;23160000;60000;1200000;3000;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43094925.HTML;RECOLETA;COMUNA 02;1021;C1021ABP
-58.401985205988765;-34.593383244704775;21/02/2018;AV. PUEYRREDON 1500;PUEYRREDON AV. 1500;80;8106000;105000;420000;5250;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43097691.HTML;RECOLETA;COMUNA 02;1118;C1118AAR
-58.395750638865074;-34.59465458345651;22/02/2018;ARENALES 2000;ARENALES 2000;114;5211000;47360;270000;2368;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43099786.HTML;RECOLETA;COMUNA 02;1124;C1124AAD
-58.406610374679644;-34.59306079939158;22/02/2018;LAPRIDA 1363;LAPRIDA 1363;163;5211000;33120;270000;1656;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43100440.HTML;RECOLETA;COMUNA 02;1425;C1425EKG
-58.40092262002574;-34.5949184239537;27/02/2018;AV SANTA FE 2400;SANTA FE AV. 2400;20;694800;36000;36000;1800;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43112288.HTML;RECOLETA;COMUNA 02;1123;C1123AAS
-58.41013570149891;-34.5981716970639;27/02/2018;CORDOBA 3100;CORDOBA AV. 3100;100;9650000;100000;500000;5000;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43114495.HTML;BALVANERA;COMUNA 03;1187;C1187AAR
-58.379781853326406;-34.59906144903515;07/02/2018;SUIPACHA 800;SUIPACHA 800;78;5114500;67940;265000;3397;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43064201.HTML;SAN NICOLAS;COMUNA 01;1008;C1008AAP
-58.379632055109525;-34.59904429921594;06/02/2018;AV. CORDOBA 900;CORDOBA AV. 900;450;12545000;28880;650000;1444;20.00;0;0;4;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43066522.HTML;SAN NICOLAS;COMUNA 01;1054;C1054AAU
;;09/02/2018;M. T. ALVEAR AL;;186;10615000;59120;550000;2956;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43074790.HTML;;;;
-58.37412262594887;-34.59987636855135;14/02/2018;SAN MARTIN 700;SAN MARTIN 700;33;772000;24240;40000;1212;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43082400.HTML;SAN NICOLAS;COMUNA 01;1004;C1004AAN
-58.385754640146686;-34.59567529609237;19/02/2018;TALCAHUANO ENTRE SANTA FE AV. Y ARENALES;TALCAHUANO Y SANTA FE AV.;122;8299000;70480;430000;3524;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43089698.HTML;RETIRO;COMUNA 01;;
-58.38446685584146;-34.594521457387444;20/02/2018;LIBERTAD 1200;LIBERTAD 1200;620;30880000;51600;1600000;2580;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43092471.HTML;RETIRO;COMUNA 01;1012;C1012AAX
-58.375427853260604;-34.59879509872061;22/02/2018;FLORIDA 800;FLORIDA 800;15;1447500;100000;75000;5000;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43101006.HTML;SAN NICOLAS;COMUNA 01;1005;C1005AAP
;;01/02/2018;NUÑEZ;;26;1447500;55661;75000;2884;0.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43050531.HTML;;;;
-58.46804833245776;-34.5569839231085;03/02/2018;CRAMER 3000;CRAMER AV. 3000;98;4342500;50000;225000;2500;20.00;2;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43059080.HTML;NU?EZ;COMUNA 13;1429;C1429AJB
-58.46510148520099;-34.55535945593092;09/02/2018;QUESADA 2600;QUESADA 2600;170;13896000;84700;720000;4235;20.00;5;3;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43075219.HTML;NU?EZ;COMUNA 13;1429;C1429CON
-58.46829679803198;-34.55653030840727;24/02/2018;CRAMER 3021;CRAMER AV. 3021;98;4342500;50000;225000;2500;20.00;2;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43106243.HTML;NU?EZ;COMUNA 13;1429;C1429AJC
