X;Y;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIO;COMUNA;DIRECCION NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-34.57595236964734;-58.43914099071995;CIUDAD DE LA PAZ;100;307;350000;1140.1;1.5;14.5;PALERMO;COMUNA 14;CIUDAD DE LA PAZ 100;1426;C1426AFB
-34.57595236964734;-58.43914099071995;CIUDAD DE LA PAZ;100;329;1100000;3343.5;3.5;14.5;PALERMO;COMUNA 14;CIUDAD DE LA PAZ 100;1426;C1426AFB
-34.56776668099305;-58.45265283846832;CIUDAD DE LA PAZ;1500;348;1450000;4166.7;4.2;14.5;COLEGIALES;COMUNA 13;CIUDAD DE LA PAZ 1500;1426;C1426AHB
-34.552358888852;-58.467228943268765;CIUDAD DE LA PAZ;3300;223;460000;2062.8;4;14.5;NUÑEZ;COMUNA 13;CIUDAD DE LA PAZ 3300;1429;C1429ACH
-34.548911050054585;-58.46987165936477;CIUDAD DE LA PAZ;3700;208;720000;3461.5;4;14.5;SAAVEDRA;COMUNA 12;CIUDAD DE LA PAZ 3700;1429;C1429ACP
-34.64108803355583;-58.42840205309813;COBO AV.;900;228;298000;1307;0;14.5;NUEVA POMPEYA;COMUNA 4;COBO AV. 900;1424;C1424DEQ
-34.64224439880946;-58.43455405007591;COBO AV.;1400;247;320000;1295.5;0;14.5;PARQUE CHACABUCO;COMUNA 7;COBO AV. 1400;1424;C1424DEV
-34.62274431877949;-58.36666017428812;COCHABAMBA;100;320;490000;1531.3;0;14.5;SAN TELMO;COMUNA 1;COCHABAMBA 100;1064;C1064ACB
-34.6236090295462;-58.385652716116745;COCHABAMBA;1400;1120;1500000;1339.3;3;14.5;CONSTITUCION;COMUNA 1;COCHABAMBA 1400;1150;C1150AAX
-34.61856993855111;-58.41818845377204;COLOMBRES;500;186;305000;1639.8;0;14.5;ALMAGRO;COMUNA 5;COLOMBRES 500;1218;C1218ABB
-34.61856993855111;-58.41818845377204;COLOMBRES;500;248;300000;1209.7;2.8;14.5;ALMAGRO;COMUNA 5;COLOMBRES 500;1218;C1218ABB
-34.6198087721457;-58.41811779837402;COLOMBRES;600;186;310000;1666.7;0;14.5;ALMAGRO;COMUNA 5;COLOMBRES 600;1218;C1218ABD
-34.62099261058112;-58.418033914828335;COLOMBRES;700;105;175000;1666.7;2.5;14.5;ALMAGRO;COMUNA 5;COLOMBRES 700;1218;C1218ABF
-34.639237549602804;-58.39746927883565;COLONIA AV.;300;299;475000;1588.6;0;14.5;PARQUE PATRICIOS;COMUNA 4;COLONIA AV. 300;1437;C1437JNF
-34.61565776398777;-58.39314040657525;COMBATE DE LOS POZOS;600;1120;1250000;1116.1;2.8;14.5;BALVANERA;COMUNA 3;COMBATE DE LOS POZOS 600;1222;C1222AAB
-34.616841680343924;-58.39314116836407;COMBATE DE LOS POZOS;700;150;333000;2220;0;14.5;BALVANERA;COMUNA 3;COMBATE DE LOS POZOS 700;1222;C1222AAD
-34.62488323889968;-58.47911149568573;CONCORDIA;700;375;950000;2533.3;0;14.5;FLORESTA;COMUNA 10;CONCORDIA 700;1407;C1407DIL
-34.61925017529491;-58.47162698834011;CONDARCO;1100;472;570000;1207.6;3;14.5;FLORES;COMUNA 7;CONDARCO 1100;1406;C1406AFT
-34.58651262162953;-58.498494818741044;CONDARCO;4500;265;495000;1867.9;3.5;14.5;VILLA PUEYRREDON;COMUNA 12;CONDARCO 4500;1419;C1419DPR
-34.58409973065889;-58.50068288598684;CONDARCO;4800;300;250000;833.3;1.2;14.5;VILLA PUEYRREDON;COMUNA 12;CONDARCO 4800;1419;C1419DPX
-34.561990613542136;-58.47014182113277;CONDE;2700;847;1350000;1593.9;1.6;14.5;COGHLAN;COMUNA 12;CONDE 2700;1428;C1428DBJ
-34.551055149149576;-58.474300243047246;CONESA;3700;260;320000;1230.8;1.6;14.5;SAAVEDRA;COMUNA 12;CONESA 3700;1429;C1429ALP
-34.55738559720399;-58.46608310164673;CONGRESO AV.;2800;411;485000;1180;1.6;14.5;BELGRANO;COMUNA 13;CONGRESO AV. 2800;1428;C1428BVR
-34.56779710074699;-58.48634775557503;CONGRESO AV.;4800;157;600000;3821.7;0;14.5;VILLA URQUIZA;COMUNA 12;CONGRESO AV. 4800;1431;C1431AAP
-34.57215892072298;-58.494575155535294;CONGRESO AV.;5500;651;750000;1152.1;1.6;14.5;VILLA URQUIZA;COMUNA 12;CONGRESO AV. 5500;1431;C1431AAW
-34.62525967406018;-58.39121670200542;CONSTITUCION;1800;285;250000;877.2;4.3;14.5;CONSTITUCION;COMUNA 1;CONSTITUCION 1800;1151;C1151AAP
-34.62678201618716;-58.40378947224694;CONSTITUCION;2800;291;295000;1013.7;2.5;14.5;SAN CRISTOBAL;COMUNA 3;CONSTITUCION 2800;1254;C1254AAT
-34.62826708026597;-58.41814573845065;CONSTITUCION;3800;234;260000;1111.1;3.5;14.5;BOEDO;COMUNA 5;CONSTITUCION 3800;1254;C1254ABN
-34.59791198355494;-58.41714861300529;CORDOBA AV.;3600;700;3000000;4285.7;0;14.5;ALMAGRO;COMUNA 5;CORDOBA AV. 3600;1188;C1188AAO
-34.59724487916283;-58.42464571179222;CORDOBA AV.;4100;108;800000;7407.4;0;14.5;VILLA CRESPO;COMUNA 15;CORDOBA AV. 4100;1188;C1188AAT
-34.590966126797994;-58.43526038240579;CORDOBA AV.;5100;430;1795000;4174.4;0;14.5;VILLA CRESPO;COMUNA 15;CORDOBA AV. 5100;1414;C1414BAV
-34.58552324610312;-58.44345744529077;CORDOBA AV.;5900;314;890000;2834.4;3.5;14.5;CHACARITA;COMUNA 15;CORDOBA AV. 5900;1414;C1414BBR
-34.58479072993247;-58.444568455106435;CORDOBA AV.;6000;189;660000;3492.1;3.5;14.5;CHACARITA;COMUNA 15;CORDOBA AV. 6000;1414;C1414BBS
-34.68817845948137;-58.4693584548773;CORRALES;6200;290;140000;482.8;0;14.5;VILLA RIACHUELO;COMUNA 8;CORRALES 6200;1439;C1439DBD
-34.54688121935302;-58.48078472838254;CORREA;3200;325;275000;846.2;0;14.5;SAAVEDRA;COMUNA 12;CORREA 3200;1429;C1429DSB
-34.54735875052758;-58.48171087888281;CORREA;3300;172;200000;1162.8;1.6;14.5;SAAVEDRA;COMUNA 12;CORREA 3300;1429;C1429DSD
-34.547838659205354;-58.48263690106444;CORREA;3400;360;496000;1377.8;0;14.5;SAAVEDRA;COMUNA 12;CORREA 3400;1430;C1430CLB
-34.60373491437524;-58.38219049122798;CORRIENTES AV.;1100;1387;10500000;7570.3;0;14.5;SAN NICOLAS;COMUNA 1;CORRIENTES AV. 1100;1043;C1043AAX
-34.60453317793398;-58.3936479948613;CORRIENTES AV.;1900;1796;8000000;4454.3;4;14.5;BALVANERA;COMUNA 3;CORRIENTES AV. 1900;1045;C1045AAN
-34.60411725152675;-58.41014091259616;CORRIENTES AV.;3200;1150;4800000;4173.9;4;14.5;BALVANERA;COMUNA 3;CORRIENTES AV. 3200;1193;C1193AAQ
-34.60411725152675;-58.41014091259616;CORRIENTES AV.;3200;1500;4800000;3200;4;14.5;BALVANERA;COMUNA 3;CORRIENTES AV. 3200;1193;C1193AAQ
-34.60411224936295;-58.41443076679993;CORRIENTES AV.;3500;169;700000;4142;4;14.5;ALMAGRO;COMUNA 5;CORRIENTES AV. 3500;1194;C1194AAN
-34.60356567875431;-58.41786046955436;CORRIENTES AV.;3800;350;2000000;5714.3;4;14.5;ALMAGRO;COMUNA 5;CORRIENTES AV. 3800;1194;C1194AAQ
-34.60280369607025;-58.42550038222974;CORRIENTES AV.;4300;780;3000000;3846.2;4;14.5;ALMAGRO;COMUNA 5;CORRIENTES AV. 4300;1195;C1195AAO
-34.60250945063726;-58.42847575703006;CORRIENTES AV.;4500;1020;2900000;2843.1;3;14.5;ALMAGRO;COMUNA 5;CORRIENTES AV. 4500;1195;C1195AAQ
-34.60250945063726;-58.42847575703006;CORRIENTES AV.;4500;1040;2900000;2788.5;3.5;14.5;ALMAGRO;COMUNA 5;CORRIENTES AV. 4500;1195;C1195AAQ
-34.60250945063726;-58.42847575703006;CORRIENTES AV.;4500;1046;2900000;2772.5;0;14.5;ALMAGRO;COMUNA 5;CORRIENTES AV. 4500;1195;C1195AAQ
-34.601756755545125;-58.43341130228341;CORRIENTES AV.;4800;350;2000000;5714.3;4;14.5;VILLA CRESPO;COMUNA 15;CORRIENTES AV. 4800;1414;C1414AJN
-34.59739813339397;-58.44159520648433;CORRIENTES AV.;5500;203;750000;3694.6;4;14.5;VILLA CRESPO;COMUNA 15;CORRIENTES AV. 5500;1414;C1414AJU
-34.593473894022644;-58.44582231784458;CORRIENTES AV.;6000;450;950000;2111.1;0;14.5;VILLA CRESPO;COMUNA 15;CORRIENTES AV. 6000;1414;C1414AJZ
-34.593473894022644;-58.44582231784458;CORRIENTES AV.;6000;900;1650000;1833.3;4;14.5;VILLA CRESPO;COMUNA 15;CORRIENTES AV. 6000;1414;C1414AJZ
-34.625253105452735;-58.5185152522611;CORTINA;1700;160;215000;1343.8;1;14.5;MONTE CASTRO;COMUNA 10;CORTINA 1700;1408;C1408CXF
-34.640078837898855;-58.52355945758025;COSQUIN;100;400;730000;1825;0;14.5;LINIERS;COMUNA 9;COSQUIN 100;1408;C1408GIB
-34.58749669172833;-58.42811099367818;COSTA RICA;4800;98;590000;6020.4;1.6;14.5;PALERMO;COMUNA 14;COSTA RICA 4800;1414;C1414BSL
-34.582789932018436;-58.434601773906806;COSTA RICA;5600;367;750000;2043.6;1.5;14.5;PALERMO;COMUNA 14;COSTA RICA 5600;1414;C1414BTD
-34.550736302545225;-58.473314477029845;CRAMER;3700;286;390000;1363.6;1.6;14.5;SAAVEDRA;COMUNA 12;CRAMER 3700;1429;C1429AJP
-34.543566303161825;-58.47709489051414;CRAMER;4500;750;890000;1186.7;1.6;14.5;SAAVEDRA;COMUNA 12;CRAMER 4500;1429;C1429AKH
-34.61028668574067;-58.45992917035826;CRUZ, JUANA INES DE LA, SOR;1400;390;380000;974.4;1.2;14.5;CABALLITO;COMUNA 6;CRUZ, JUANA INES DE LA, SOR 1400;1416;C1416BWB
-34.55446907878327;-58.46039282416399;CUBA;2800;970;1000000;1030.9;3.5;14.5;BELGRANO;COMUNA 13;CUBA 2800;1428;C1428AET
-34.61297537713091;-58.44806352628173;CUCHA CUCHA;800;287;300000;1045.3;0;14.5;CABALLITO;COMUNA 6;CUCHA CUCHA 800;1405;C1405AIF
-34.59959044552535;-58.4680509905492;CUCHA CUCHA;2800;318;300000;943.4;2;14.5;PATERNAL;COMUNA 15;CUCHA CUCHA 2800;1416;C1416CKH
-34.6125070282834;-58.48601507215832;CUENCA;1900;286;270000;944.1;0;14.5;VILLA SANTA RITA;COMUNA 11;CUENCA 1900;1416;C1416BCT
-34.58241093740024;-58.51194267948455;CUENCA;5500;225;245000;1088.9;1.2;14.5;VILLA PUEYRREDON;COMUNA 12;CUENCA 5500;1419;C1419ACF
-34.57153309940794;-58.485347099796506;CULLEN;4900;400;995000;2487.5;4;14.5;VILLA URQUIZA;COMUNA 12;CULLEN 4900;1431;C1431BXB
-34.633495352274345;-58.46529613972408;CULPINA;300;282;300000;1063.8;2;14.5;FLORES;COMUNA 7;CULPINA 300;1406;C1406ENF
-34.633495352274345;-58.46529613972408;CULPINA;300;367;590000;1607.6;2.9;14.5;FLORES;COMUNA 7;CULPINA 300;1406;C1406ENF
-34.63481209157744;-58.447537838069145;CURAPALIGUE;1000;3137;2500000;796.9;1.6;14.5;PARQUE CHACABUCO;COMUNA 7;CURAPALIGUE 1000;1406;C1406DAW
-34.638784351537595;-58.50065285482409;DANTE;100;520;650000;1250;0;14.5;VILLA LURO;COMUNA 10;DANTE 100;1407;C1407IBB
;;DE LA ECONOMIA;6000;150;172000;1146.7;1.2;14.5;;;;;
-34.64017673533128;-58.52111158116359;DE LA TORRE, LISANDRO;100;346;350000;1011.6;3.2;14.5;LINIERS;COMUNA 9;DE LA TORRE, LISANDRO 100;1408;C1408GTB
-34.6494477323257;-58.51714004796573;DE LA TORRE, LISANDRO;1000;603;600000;995;1.6;14.5;LINIERS;COMUNA 9;DE LA TORRE, LISANDRO 1000;1408;C1408GTT
-34.676645419052235;-58.482648553310575;DE LA TORRE, LISANDRO;4000;298;99000;332.2;0;14.5;VILLA LUGANO;COMUNA 8;DE LA TORRE, LISANDRO 4000;1439;C1439GET
-34.67791931614643;-58.481136913794096;DE LA TORRE, LISANDRO;4100;300;230000;766.7;3;14.5;VILLA LUGANO;COMUNA 8;DE LA TORRE, LISANDRO 4100;1439;C1439GEV
-34.58298966974484;-58.491019423136414;DE LOS CONSTITUYENTES AV.;4400;295;360000;1220.3;3;14.5;VILLA PUEYRREDON;COMUNA 12;DE LOS CONSTITUYENTES AV. 4400;1431;C1431EXV
-34.57810503063793;-58.4972538193581;DE LOS CONSTITUYENTES AV.;5100;243;350000;1440.3;3;14.5;VILLA PUEYRREDON;COMUNA 12;DE LOS CONSTITUYENTES AV. 5100;1431;C1431EZO
-34.57745985372316;-58.49802026117641;DE LOS CONSTITUYENTES AV.;5200;1400;1490000;1064.3;3;14.5;VILLA PUEYRREDON;COMUNA 12;DE LOS CONSTITUYENTES AV. 5200;1431;C1431EZP
-34.57934495270986;-58.47073085503035;DE LOS INCAS AV.;4200;408;2200000;5392.2;1.6;14.5;VILLA ORTUZAR;COMUNA 15;DE LOS INCAS AV. 4200;1427;C1427DNT
-34.585123558000895;-58.47930247666908;DE LOS INCAS AV.;5000;250;430000;1720;0;14.5;PARQUE CHAS;COMUNA 15;DE LOS INCAS AV. 5000;1427;C1427DOO
-34.61624877669159;-58.40691824807485;DEAN FUNES;500;248;250000;1008.1;3.4;14.5;BALVANERA;COMUNA 3;DEAN FUNES 500;1214;C1214AAD
-34.61770426424473;-58.40654457998425;DEAN FUNES;600;400;400000;1000;2.5;14.5;BALVANERA;COMUNA 3;DEAN FUNES 600;1231;C1231ABB
-34.619332158013016;-58.40635734005882;DEAN FUNES;800;229;330000;1441;2.8;14.5;BALVANERA;COMUNA 3;DEAN FUNES 800;1231;C1231ABF
-34.62171712619988;-58.406122634775045;DEAN FUNES;1000;306;380000;1241.8;3.5;14.5;SAN CRISTOBAL;COMUNA 3;DEAN FUNES 1000;1231;C1231ABJ
-34.62171712619988;-58.406122634775045;DEAN FUNES;1000;380;330000;868.4;2.8;14.5;SAN CRISTOBAL;COMUNA 3;DEAN FUNES 1000;1231;C1231ABJ
-34.54089553776857;-58.472446800703516;DEHEZA;2300;220;700000;3181.8;0;14.5;NUÑEZ;COMUNA 13;DEHEZA 2300;1429;C1429EAL
-34.544575267531414;-58.48253509101284;DEHEZA;3300;216;199000;921.3;1;14.5;SAAVEDRA;COMUNA 12;DEHEZA 3300;1429;C1429EBF
-34.54871761058955;-58.49044203336668;DEHEZA;4200;194;250000;1288.7;1.6;14.5;SAAVEDRA;COMUNA 12;DEHEZA 4200;1430;C1430CUD
-34.55064542326959;-58.49414946286514;DEHEZA;4600;355;350000;985.9;1.6;14.5;SAAVEDRA;COMUNA 12;DEHEZA 4600;1430;C1430CVH
-34.54083863464373;-58.463899020452594;DEL LIBERTADOR AV.;8100;320;2250000;7031.3;0;14.5;NUÑEZ;COMUNA 13;DEL LIBERTADOR AV. 8100;1429;C1429BNN
;;DEL SIGNO;4000;416;900000;2163.5;0;14.5;;;;;
;;DEL TIGRE;3800;375;350000;933.3;0;14.5;;;;;
;;DIAZ COLODRERO;2300;190;580000;3052.6;3.5;14.5;;;;;
-34.56932485938774;-58.4891410551862;DIAZ COLODRERO;3000;159;420000;2641.5;3.5;14.5;VILLA URQUIZA;COMUNA 12;DIAZ COLODRERO 3000;1431;C1431FML
-34.60818351753519;-58.41453449285622;DIAZ VELEZ AV.;3400;373;790000;2118;5;14.5;BALVANERA;COMUNA 3;DIAZ VELEZ AV. 3400;1200;C1200AAN
-34.60880642015831;-58.43029141057873;DIAZ VELEZ AV.;4500;260;700000;2692.3;4;14.5;ALMAGRO;COMUNA 5;DIAZ VELEZ AV. 4500;1200;C1200AAY
-34.6088051694317;-58.43281450262284;DIAZ VELEZ AV.;4700;246;600000;2439;3;14.5;CABALLITO;COMUNA 6;DIAZ VELEZ AV. 4700;1405;C1405DCO
-34.60723201151874;-58.464300158790685;DIAZ, CESAR, GRAL.;1700;250;260000;1040;1.2;14.5;VILLA GRAL. MITRE;COMUNA 11;DIAZ, CESAR, GRAL. 1700;1416;C1416DVF
-34.61306169088257;-58.47633420845851;DIAZ, CESAR, GRAL.;2700;125;190000;1520;3.5;14.5;VILLA GRAL. MITRE;COMUNA 11;DIAZ, CESAR, GRAL. 2700;1416;C1416DVZ
-34.61441451065554;-58.47889512736621;DIAZ, CESAR, GRAL.;2900;170;285000;1676.5;3.5;14.5;VILLA SANTA RITA;COMUNA 11;DIAZ, CESAR, GRAL. 2900;1416;C1416DWD
;;DIEZ DE MEDINA, CLEMENTE;1300;185;98000;529.7;0;14.5;;;;;
-34.627250492138764;-58.42803767794673;DIRECTORIO AV.;100;974;2500000;2566.7;5;14.5;PARQUE CHACABUCO;COMUNA 7;DIRECTORIO AV. 100;1424;C1424CIN
-34.62807236381944;-58.43369464567403;DIRECTORIO AV.;500;361;950000;2631.6;0;14.5;PARQUE CHACABUCO;COMUNA 7;DIRECTORIO AV. 500;1424;C1424CIR
-34.629877645872405;-58.44593454284147;DIRECTORIO AV.;1300;519;1500000;2890.2;0;14.5;PARQUE CHACABUCO;COMUNA 7;DIRECTORIO AV. 1300;1406;C1406GZO
-34.63353743673362;-58.46060546440526;DIRECTORIO AV.;2400;310;1100000;3548.4;0;14.5;FLORES;COMUNA 7;DIRECTORIO AV. 2400;1406;C1406GZZ
-34.637349363633284;-58.47332495201994;DIRECTORIO AV.;3400;228;580000;2543.9;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3400;1407;C1407HFN
-34.6379189268807;-58.47426408626815;DIRECTORIO AV.;3500;233;480000;2060.1;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3500;1407;C1407HFO
-34.6379189268807;-58.47426408626815;DIRECTORIO AV.;3500;265;390000;1471.7;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3500;1407;C1407HFO
-34.63848069278386;-58.475172118246036;DIRECTORIO AV.;3600;150;450000;3000;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3600;1407;C1407HFP
-34.638946102660015;-58.47591658231769;DIRECTORIO AV.;3700;365;600000;1643.8;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3700;1407;C1407HFQ
-34.638946102660015;-58.47591658231769;DIRECTORIO AV.;3700;688;950000;1380.8;3;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3700;1407;C1407HFQ
-34.63971604039323;-58.477178455286044;DIRECTORIO AV.;3800;179;460000;2569.8;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3800;1407;C1407HFR
-34.64053849453687;-58.47852533930167;DIRECTORIO AV.;3900;121;320000;2644.6;0;14.5;PARQUE AVELLANEDA;COMUNA 9;DIRECTORIO AV. 3900;1407;C1407HFS
-34.65079649559339;-58.490850872520376;DIRECTORIO AV.;5000;450;400000;888.9;0;14.5;MATADEROS;COMUNA 9;DIRECTORIO AV. 5000;1440;C1440ASO
-34.62243984741281;-58.430725382381155;DOBLAS;500;124;475000;3830.6;3;14.5;CABALLITO;COMUNA 6;DOBLAS 500;1424;C1424BLJ
-34.62243984741281;-58.430725382381155;DOBLAS;500;200;550000;2750;3.5;14.5;CABALLITO;COMUNA 6;DOBLAS 500;1424;C1424BLJ
-34.636009737140355;-58.42729338216074;DOBLAS;1700;247;330000;1336;3;14.5;PARQUE CHACABUCO;COMUNA 7;DOBLAS 1700;1424;C1424BMH
-34.61250084860383;-58.41771773928425;DON BOSCO;3700;375;580000;1546.7;2.5;14.5;ALMAGRO;COMUNA 5;DON BOSCO 3700;1206;C1206ABF
-34.61282407272878;-58.41902712484846;DON BOSCO;3800;150;300000;2000;4;14.5;ALMAGRO;COMUNA 5;DON BOSCO 3800;1206;C1206ABH
-34.6136204331655;-58.423214469160115;DON BOSCO;4100;180;380000;2111.1;4;14.5;ALMAGRO;COMUNA 5;DON BOSCO 4100;1206;C1206ABN
-34.6136204331655;-58.423214469160115;DON BOSCO;4100;226;330000;1460.2;3;14.5;ALMAGRO;COMUNA 5;DON BOSCO 4100;1206;C1206ABN
-34.64127318675346;-58.36023141891235;DON PEDRO DE MENDOZA AV.;2200;490;350000;714.3;0;14.5;BOCA;COMUNA 4;DON PEDRO DE MENDOZA AV. 2200;1169;C1169AAS
-34.57119205563811;-58.47652563198858;DONADO;2300;399;550000;1378.4;1.6;14.5;VILLA URQUIZA;COMUNA 12;DONADO 2300;1430;C1430DRR
-34.55762880628095;-58.4869635190758;DONADO;3700;290;290000;1000;1.6;14.5;SAAVEDRA;COMUNA 12;DONADO 3700;1430;C1430DSV
-34.549784183175724;-58.49240162171211;DONADO;4700;233;223000;957.1;1.6;14.5;SAAVEDRA;COMUNA 12;DONADO 4700;1430;C1430DTP
-34.63819255200265;-58.49628862142113;DONIZETTI;100;1469;1900000;1293.4;0;14.5;VILLA LURO;COMUNA 10;DONIZETTI 100;1407;C1407IEB
-34.639440567504316;-58.49603829803564;DONIZETTI;200;100;140000;1400;1.6;14.5;VILLA LURO;COMUNA 10;DONIZETTI 200;1407;C1407IED
-34.64307498149021;-58.49534490806706;DONIZETTI;500;2500;1660000;664;3.6;14.5;VILLA LURO;COMUNA 10;DONIZETTI 500;1407;C1407IEJ
-34.58987453865941;-58.446439628482494;DORREGO AV.;1000;210;850000;4047.6;0;14.5;CHACARITA;COMUNA 15;DORREGO AV. 1000;1414;C1414CKR
-34.654989605971;-58.478587891004274;DUMAS, ALEJANDRO;1900;216;160000;740.7;1.2;14.5;PARQUE AVELLANEDA;COMUNA 9;DUMAS, ALEJANDRO 1900;1407;C1407IRB
;;DUMAS, ALEJANDRO;4900;216;169000;782.4;1.2;14.5;;;;;
-34.63296916338789;-58.51513445773611;DUPUY;800;405;330000;814.8;1.2;14.5;VERSALLES;COMUNA 10;DUPUY 800;1408;C1408COB
-34.642988197889345;-58.458545052972966;ECHEANDIA;2800;237;200000;843.9;2;14.5;FLORES;COMUNA 7;ECHEANDIA 2800;1406;C1406HRD
-34.63083404235082;-58.51632317230557;ECHENAGUCIA;1000;372;355000;954.3;1;14.5;VERSALLES;COMUNA 10;ECHENAGUCIA 1000;1408;C1408CNF
-34.556328119844316;-58.44459006153615;ECHEVERRIA;1300;792;2500000;3156.6;0;14.5;BELGRANO;COMUNA 13;ECHEVERRIA 1300;1428;C1428DQN
-34.557617338122554;-58.44675046334593;ECHEVERRIA;1500;812;2500000;3078.8;0;14.5;BELGRANO;COMUNA 13;ECHEVERRIA 1500;1428;C1428DQR
-34.557617338122554;-58.44675046334593;ECHEVERRIA;1500;823;2700000;3280.7;0;14.5;BELGRANO;COMUNA 13;ECHEVERRIA 1500;1428;C1428DQR
-34.57664995678182;-58.47814453970692;ECHEVERRIA;4800;319;560000;1755.5;1.6;14.5;VILLA URQUIZA;COMUNA 12;ECHEVERRIA 4800;1431;C1431CMF
-34.60675397004224;-58.40882157781717;ECUADOR;300;136;200000;1470.6;0;14.5;BALVANERA;COMUNA 3;ECUADOR 300;1214;C1214ACB
-34.60542446320924;-58.4083111833923;ECUADOR;400;363;950000;2617.1;0;14.5;BALVANERA;COMUNA 3;ECUADOR 400;1214;C1214ACD
-34.60542446320924;-58.4083111833923;ECUADOR;400;364;890000;2445.1;4;14.5;BALVANERA;COMUNA 3;ECUADOR 400;1214;C1214ACD
-34.60459127294492;-58.407974515305504;ECUADOR;500;234;465000;1987.2;4;14.5;BALVANERA;COMUNA 3;ECUADOR 500;1214;C1214ACF
-34.584203705263725;-58.434474263914204;EL SALVADOR;5500;108;680000;6296.3;3;14.5;PALERMO;COMUNA 14;EL SALVADOR 5500;1414;C1414BQB
-34.634313255919466;-58.47830226117923;ENSENADA;100;154;250000;1623.4;3.5;14.5;FLORESTA;COMUNA 10;ENSENADA 100;1407;C1407KEB
-34.61023825565636;-58.39178871549061;ENTRE RIOS AV.;100;409;550000;1344.7;0;14.5;MONSERRAT;COMUNA 1;ENTRE RIOS AV. 100;1079;C1079ABN
-34.628092935643366;-58.39096970072208;ENTRE RIOS AV.;1700;1151;1200000;1042.6;0;14.5;CONSTITUCION;COMUNA 1;ENTRE RIOS AV. 1700;1133;C1133AAR
-34.58837036167024;-58.511866764552266;EPECUEN;5000;178;173000;971.9;1.2;14.5;VILLA DEVOTO;COMUNA 11;EPECUEN 5000;1419;C1419AMF
;;EPUYEN;500;250;350000;1400;2.5;14.5;;;;;
-34.644121301954215;-58.49614970679766;ESCALADA AV.;700;303;380000;1254.1;5.2;14.5;VILLA LURO;COMUNA 10;ESCALADA AV. 700;1407;C1407LDN
-34.6458948163366;-58.4939069403305;ESCALADA AV.;900;377;600000;1591.5;0;14.5;PARQUE AVELLANEDA;COMUNA 9;ESCALADA AV. 900;1407;C1407LDR
-34.64938996555934;-58.48945471963503;ESCALADA AV.;1300;203;270000;1330;0;14.5;PARQUE AVELLANEDA;COMUNA 9;ESCALADA AV. 1300;1407;C1407LDZ
-34.65273120193224;-58.48521372329676;ESCALADA AV.;1700;170;190000;1117.6;0;14.5;PARQUE AVELLANEDA;COMUNA 9;ESCALADA AV. 1700;1407;C1407LEH
-34.65469284291483;-58.48269490918203;ESCALADA AV.;1900;197;300000;1522.8;0;14.5;PARQUE AVELLANEDA;COMUNA 9;ESCALADA AV. 1900;1407;C1407LEL
;;ESCALADA DE SAN MARTIN, R.;1900;197;300000;1522.8;0;14.5;;;;;
-34.6126975570052;-58.47297367134767;ESCALADA DE SAN MARTIN, R.;2500;716;530000;740.2;0;14.5;VILLA GRAL. MITRE;COMUNA 11;ESCALADA DE SAN MARTIN, R. 2500;1416;C1416CWJ
-34.62842393231885;-58.49753602003187;ESCALADA DE SAN MARTIN, R.;4800;418;380000;909.1;0;14.5;VELEZ SARSFIELD;COMUNA 10;ESCALADA DE SAN MARTIN, R. 4800;1407;C1407EWD
-34.60483366335077;-58.378045583295965;ESMERALDA;300;332;1150000;3463.9;5;14.5;SAN NICOLAS;COMUNA 1;ESMERALDA 300;1035;C1035ABF
;;ESPINOSA;200;194;255000;1314.4;1.6;14.5;;;;;
-34.61494025360235;-58.449749590587;ESPINOSA;700;449;600000;1336.3;1.6;14.5;CABALLITO;COMUNA 6;ESPINOSA 700;1405;C1405AMF
-34.61494025360235;-58.449749590587;ESPINOSA;700;574;550000;958.2;1.6;14.5;CABALLITO;COMUNA 6;ESPINOSA 700;1405;C1405AMF
-34.6018159371793;-58.4638806844707;ESPINOSA;2300;380;630000;1657.9;5;14.5;PATERNAL;COMUNA 15;ESPINOSA 2300;1416;C1416CEX
-34.60082238562654;-58.46847211169555;ESPINOSA;2600;433;309000;713.6;0;14.5;PATERNAL;COMUNA 15;ESPINOSA 2600;1416;C1416CFD
-34.60053565076737;-58.46976396471873;ESPINOSA;2700;175;180000;1028.6;2;14.5;PATERNAL;COMUNA 15;ESPINOSA 2700;1416;C1416CFF
-34.59786591864769;-58.42496025450833;ESTADO DE PALESTINA;1100;111;650000;5855.9;0;14.5;ALMAGRO;COMUNA 5;ESTADO DE PALESTINA 1100;1182;C1182ADL
-34.619722857378946;-58.399812169587214;ESTADOS UNIDOS;2400;306;480000;1568.6;0;14.5;SAN CRISTOBAL;COMUNA 3;ESTADOS UNIDOS 2400;1227;C1227ABL
