X;Y;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIO;COMUNA;DIRECCION NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-34.63464105562051;-58.399229171895925;JUJUY AV.;2100;163;350000;2147.2;0;14.5;PARQUE PATRICIOS;COMUNA 4;JUJUY AV. 2100;1247;C1247ABV
-34.567227995492665;-58.465392413803016;JURAMENTO;3300;266;450000;1691.7;1;14.5;BELGRANO;COMUNA 13;JURAMENTO 3300;1428;C1428DPB
;;JUSTO, JUAN B.;1900;285;330000;1157.9;1.6;14.5;;;;;
-34.59298420737023;-58.44154182132553;JUSTO, JUAN B. AV.;2300;260;800000;3076.9;7.2;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 2300;1414;C1414CWY
-34.59366906351701;-58.4425251699998;JUSTO, JUAN B. AV.;2400;202;460000;2277.2;0;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 2400;1414;C1414CWZ
-34.59478291034132;-58.444133439571495;JUSTO, JUAN B. AV.;2600;165;500000;3030.3;0;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 2600;1414;C1414CXO
-34.596363226564876;-58.44642933797803;JUSTO, JUAN B. AV.;2800;167;360000;2155.7;0;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 2800;1414;C1414CXQ
-34.602143891720125;-58.45482306659747;JUSTO, JUAN B. AV.;3600;171;370000;2163.7;0;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 3600;1416;C1416DJP
-34.602143891720125;-58.45482306659747;JUSTO, JUAN B. AV.;3600;174;450000;2586.2;4;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 3600;1416;C1416DJP
-34.604509508718735;-58.458303386577015;JUSTO, JUAN B. AV.;4000;262;840000;3206.1;5;14.5;VILLA CRESPO;COMUNA 15;JUSTO, JUAN B. AV. 4000;1416;C1416DJT
-34.60590632968917;-58.46034492899084;JUSTO, JUAN B. AV.;4200;155;220000;1419.4;0;14.5;CABALLITO;COMUNA 6;JUSTO, JUAN B. AV. 4200;1416;C1416DJV
-34.61309731017516;-58.47101893176779;JUSTO, JUAN B. AV.;5200;464;550000;1185.3;1.2;14.5;VILLA GRAL. MITRE;COMUNA 11;JUSTO, JUAN B. AV. 5200;1416;C1416DKS
-34.61917371749836;-58.47689354872337;JUSTO, JUAN B. AV.;5800;234;500000;2136.8;6;14.5;VILLA SANTA RITA;COMUNA 11;JUSTO, JUAN B. AV. 5800;1416;C1416DKY
-34.62288132700709;-58.481706409622255;JUSTO, JUAN B. AV.;6300;265;620000;2339.6;3;14.5;VILLA SANTA RITA;COMUNA 11;JUSTO, JUAN B. AV. 6300;1407;C1407FAN
-34.62348531905291;-58.48248045386755;JUSTO, JUAN B. AV.;6400;247;339000;1372.5;3;14.5;VILLA SANTA RITA;COMUNA 11;JUSTO, JUAN B. AV. 6400;1407;C1407FAO
-34.624728056520304;-58.48455908872534;JUSTO, JUAN B. AV.;6600;158;235000;1487.3;0;14.5;FLORESTA;COMUNA 10;JUSTO, JUAN B. AV. 6600;1407;C1407FAQ
-34.62706573861202;-58.49093751744029;JUSTO, JUAN B. AV.;7100;297;365000;1229;0;14.5;FLORESTA;COMUNA 10;JUSTO, JUAN B. AV. 7100;1407;C1407FAV
-34.63320342949378;-58.51483957445296;JUSTO, JUAN B. AV.;9000;231;360000;1558.4;0;14.5;VERSALLES;COMUNA 10;JUSTO, JUAN B. AV. 9000;1408;C1408AKS
-34.634526897101345;-58.52408239875603;JUSTO, JUAN B. AV.;9500;176;220000;1250;0;14.5;LINIERS;COMUNA 9;JUSTO, JUAN B. AV. 9500;1408;C1408AKY
-34.63472000346721;-58.528103376491245;JUSTO, JUAN B. AV.;9800;360;400000;1111.1;0;14.5;VERSALLES;COMUNA 10;JUSTO, JUAN B. AV. 9800;1408;C1408ALO
-34.55758873587797;-58.441840523343345;LA PAMPA;1200;234;1490000;6367.5;0;14.5;BELGRANO;COMUNA 13;LA PAMPA 1200;1428;C1428DYX
-34.57063117898957;-58.4640192317028;LA PAMPA;3400;1177;2200000;1869.2;0;14.5;BELGRANO;COMUNA 13;LA PAMPA 3400;1430;C1430BXB
-34.61931443214688;-58.42823643543619;LA PLATA AV.;400;245;750000;3061.2;4;14.5;ALMAGRO;COMUNA 5;LA PLATA AV. 400;1235;C1235ABN
-34.63612544128363;-58.42442513776307;LA PLATA AV.;1800;200;500000;2500;0;14.5;BOEDO;COMUNA 5;LA PLATA AV. 1800;1250;C1250AAU
-34.612511453734534;-58.408677704582;LA RIOJA;200;1500;1600000;1066.7;2.5;14.5;BALVANERA;COMUNA 3;LA RIOJA 200;1214;C1214ADD
-34.61736639807158;-58.4080898939916;LA RIOJA;600;450;515000;1144.4;0;14.5;BALVANERA;COMUNA 3;LA RIOJA 600;1221;C1221ACB
-34.6280142729886;-58.40661957897037;LA RIOJA;1500;435;320000;735.6;3.5;14.5;SAN CRISTOBAL;COMUNA 3;LA RIOJA 1500;1244;C1244ABF
-34.63617656925542;-58.48632799637172;LACARRA;100;178;400000;2247.2;5.2;14.5;VELEZ SARSFIELD;COMUNA 10;LACARRA 100;1407;C1407JQB
-34.63617656925542;-58.48632799637172;LACARRA;100;979;1150000;1174.7;3.6;14.5;VELEZ SARSFIELD;COMUNA 10;LACARRA 100;1407;C1407JQB
-34.63797612889562;-58.48406265436402;LACARRA;300;273;420000;1538.5;3.5;14.5;VELEZ SARSFIELD;COMUNA 10;LACARRA 300;1407;C1407JQF
-34.572385291211575;-58.446193439822295;LACROZE, FEDERICO AV.;2600;225;850000;3777.8;4;14.5;COLEGIALES;COMUNA 13;LACROZE, FEDERICO AV. 2600;1426;C1426CPX
-34.63164170698027;-58.46768699904159;LAFUENTE;100;574;950000;1655.1;5;14.5;FLORES;COMUNA 7;LAFUENTE 100;1406;C1406ETN
-34.636174414984275;-58.465713487879086;LAFUENTE;500;1025;890000;868.3;1.2;14.5;FLORES;COMUNA 7;LAFUENTE 500;1406;C1406ETR
;;LAGOS GARCIA, LUIS;2900;260;120000;461.5;0;14.5;;;;;
-34.63961533995988;-58.479741581131535;LAGUNA;500;287;430000;1498.3;3.5;14.5;PARQUE AVELLANEDA;COMUNA 9;LAGUNA 500;1407;C1407JVD
-34.64532476052843;-58.4725209822763;LAGUNA;1200;234;199000;850.4;1.2;14.5;PARQUE AVELLANEDA;COMUNA 9;LAGUNA 1200;1407;C1407JVR
-34.64632930542585;-58.471254767174415;LAGUNA;1300;200;115000;575;0;14.5;PARQUE AVELLANEDA;COMUNA 9;LAGUNA 1300;1407;C1407JVT
-34.60772304036709;-58.497579134308225;LAMARCA, EMILIO;2600;268;259000;966.4;1;14.5;VILLA DEL PARQUE;COMUNA 11;LAMARCA, EMILIO 2600;1417;C1417ALJ
-34.588027287362;-58.51513051845152;LAMARCA, EMILIO;5200;117;160000;1367.5;1.2;14.5;VILLA DEVOTO;COMUNA 11;LAMARCA, EMILIO 5200;1419;C1419AST
;;LAMAS, ANDRES;700;1425;1450000;1017.5;2;14.5;;;;;
-34.61711221749544;-58.46222202290598;LAMAS, ANDRES;900;310;490000;1580.6;3.5;14.5;FLORES;COMUNA 7;LAMAS, ANDRES 900;1406;C1406BID
-34.60683193256896;-58.46951820897938;LAMAS, ANDRES;2000;442;415000;938.9;3;14.5;VILLA GRAL. MITRE;COMUNA 11;LAMAS, ANDRES 2000;1416;C1416BIR
-34.601083582595926;-58.430018518893654;LAMBARE;1100;187;450000;2406.4;0;14.5;ALMAGRO;COMUNA 5;LAMBARE 1100;1185;C1185ABF
-34.58775703447879;-58.40007433144218;LAPRIDA;2000;229;1300000;5676.9;0;14.5;RECOLETA;COMUNA 2;LAPRIDA 2000;1425;C1425EKT
-34.64535761236353;-58.48872815109155;LARRAÑAGA, DAMASO;800;225;190000;844.4;1.2;14.5;PARQUE AVELLANEDA;COMUNA 9;LARRAÑAGA, DAMASO 800;1407;C1407LKF
-34.55144435981601;-58.47256452846378;LARRALDE, CRISOLOGO AV.;2900;400;650000;1625;1.6;14.5;NUÑEZ;COMUNA 13;LARRALDE, CRISOLOGO AV. 2900;1429;C1429BTV
-34.55531343740535;-58.479559689148495;LARRALDE, CRISOLOGO AV.;3700;409;1080000;2640.6;0;14.5;SAAVEDRA;COMUNA 12;LARRALDE, CRISOLOGO AV. 3700;1430;C1430AIF
-34.558503386478826;-58.48595790186466;LARRALDE, CRISOLOGO AV.;4400;312;270000;865.4;1.6;14.5;SAAVEDRA;COMUNA 12;LARRALDE, CRISOLOGO AV. 4400;1430;C1430AJD
-34.66159296267552;-58.48860947236968;LARRAYA;2500;200;180000;900;0;14.5;MATADEROS;COMUNA 9;LARRAYA 2500;1440;C1440CWT
-34.648580737068286;-58.50547283981807;LARRAZABAL AV.;1000;127;180000;1417.3;1.6;14.5;MATADEROS;COMUNA 9;LARRAZABAL AV. 1000;1440;C1440CUO
-34.649376200433785;-58.504487650940405;LARRAZABAL AV.;1100;264;240000;909.1;3.5;14.5;MATADEROS;COMUNA 9;LARRAZABAL AV. 1100;1440;C1440CUP
-34.634724244722406;-58.41404461459904;LAS CASAS;3500;185;147000;794.6;1.6;14.5;BOEDO;COMUNA 5;LAS CASAS 3500;1238;C1238ACB
;;LAS INDIAS;1000;135;150000;1111.1;2;14.5;;;;;
-34.61077209119757;-58.4920581673972;LASCANO;3500;190;220000;1157.9;3.5;14.5;VILLA DEL PARQUE;COMUNA 11;LASCANO 3500;1417;C1417GYX
-34.613944316762506;-58.49764854384008;LASCANO;4000;350;460000;1314.3;3.5;14.5;MONTE CASTRO;COMUNA 10;LASCANO 4000;1417;C1417GZH
-34.617085974700046;-58.50318228813533;LASCANO;4500;208;330000;1586.5;3.5;14.5;MONTE CASTRO;COMUNA 10;LASCANO 4500;1417;C1417GZR
-34.607456004932914;-58.52160487633164;LASTRA AV.;3900;269;290000;1078.1;1.2;14.5;VILLA DEVOTO;COMUNA 11;LASTRA AV. 3900;1419;C1419BYQ
-34.60166853397027;-58.41251005778014;LAVALLE;3300;213;225000;1056.3;0;14.5;BALVANERA;COMUNA 3;LAVALLE 3300;1190;C1190AAL
-34.60307813144502;-58.43789660277987;LAVALLEJA;100;225;800000;3555.6;3.5;14.5;VILLA CRESPO;COMUNA 15;LAVALLEJA 100;1414;C1414DTB
-34.637535787132684;-58.401828272145686;LAVARDEN;100;180;295000;1638.9;0;14.5;PARQUE PATRICIOS;COMUNA 4;LAVARDEN 100;1437;C1437FBB
-34.638764667612335;-58.40154369195524;LAVARDEN;200;500;290000;580;1.2;14.5;PARQUE PATRICIOS;COMUNA 4;LAVARDEN 200;1437;C1437FBD
;;LE BRETON, TOMAS A.;4000;120;199000;1658.3;1;14.5;;;;;
-34.567882066008195;-58.485049335965265;LE BRETON, TOMAS A.;4700;560;1100000;1964.3;3.5;14.5;VILLA URQUIZA;COMUNA 12;LE BRETON, TOMAS A. 4700;1431;C1431BQO
-34.57503321109004;-58.497636806901156;LE BRETON, TOMAS A.;5800;260;480000;1846.2;3;14.5;VILLA URQUIZA;COMUNA 12;LE BRETON, TOMAS A. 5800;1431;C1431BQZ
-34.64024292397285;-58.519538143215165;LEGUIZAMON, MARTINIANO;100;120;175000;1458.3;2.5;14.5;LINIERS;COMUNA 9;LEGUIZAMON, MARTINIANO 100;1408;C1408GWB
-34.64486114563734;-58.51868460660536;LEGUIZAMON, MARTINIANO;600;6500;2350000;361.5;1.6;14.5;LINIERS;COMUNA 9;LEGUIZAMON, MARTINIANO 600;1408;C1408GWL
-34.653509399909005;-58.50693732445626;LEGUIZAMON, MARTINIANO;1600;480;650000;1354.2;3.5;14.5;MATADEROS;COMUNA 9;LEGUIZAMON, MARTINIANO 1600;1440;C1440DYH
-34.5975611197282;-58.42891942351455;LERMA;100;238;420000;1764.7;1.6;14.5;VILLA CRESPO;COMUNA 15;LERMA 100;1414;C1414AZB
-34.61131051883521;-58.42429368445077;LEZICA;4100;151;225000;1490.1;3.5;14.5;ALMAGRO;COMUNA 5;LEZICA 4100;1202;C1202AAD
-34.631919749207235;-58.41290680731725;LINIERS VIRREY;1800;179;140000;782.1;2;14.5;BOEDO;COMUNA 5;LINIERS VIRREY 1800;1241;C1241ABL
-34.60070133692785;-58.47296165450988;LINNEO;1900;260;195000;750;0;14.5;PATERNAL;COMUNA 15;LINNEO 1900;1416;C1416FFB
-34.59127438237868;-58.5080188764401;LLAVALLOL;4600;294;426000;1449;3;14.5;VILLA DEVOTO;COMUNA 11;LLAVALLOL 4600;1419;C1419AKL
-34.588773718713824;-58.5102797830865;LLAVALLOL;4900;205;195000;951.2;1.2;14.5;VILLA DEVOTO;COMUNA 11;LLAVALLOL 4900;1419;C1419AKR
-34.58403217962179;-58.514566099400454;LLAVALLOL;5500;251;198000;788.8;1;14.5;VILLA DEVOTO;COMUNA 11;LLAVALLOL 5500;1419;C1419ALF
-34.58631088696748;-58.475912309932475;LLERENA;2700;285;380000;1333.3;3;14.5;PARQUE CHAS;COMUNA 15;LLERENA 2700;1427;C1427DEF
-34.61531537879139;-58.435265801428365;LOBOS, ELEODORO, DR.;200;401;695000;1733.2;3.5;14.5;CABALLITO;COMUNA 6;LOBOS, ELEODORO, DR. 200;1405;C1405BKB
-34.636608847583155;-58.49966233937705;LOPE DE VEGA;100;317;240000;757.1;0;14.5;VILLA LURO;COMUNA 10;LOPE DE VEGA 100;1407;C1407BMN
-34.61721058950394;-58.520974002293784;LOPE DE VEGA AV.;2700;112;275000;2455.4;0;14.5;VILLA REAL;COMUNA 10;LOPE DE VEGA AV. 2700;1417;C1417COX
-34.58945522326756;-58.50942748915717;LOPEZ, CARLOS ANTONIO;3400;260;450000;1730.8;3;14.5;VILLA DEVOTO;COMUNA 11;LOPEZ, CARLOS ANTONIO 3400;1419;C1419ETZ
-34.593999652714984;-58.51683285803755;LOPEZ, CARLOS ANTONIO;4000;245;300000;1224.5;0;14.5;VILLA DEVOTO;COMUNA 11;LOPEZ, CARLOS ANTONIO 4000;1419;C1419EUL
-34.599595180657474;-58.43219179570141;LOYOLA;100;191;500000;2617.8;3.5;14.5;VILLA CRESPO;COMUNA 15;LOYOLA 100;1414;C1414AUB
-34.59626244488173;-58.43530790453102;LOYOLA;500;130;380000;2923.1;1.6;14.5;VILLA CRESPO;COMUNA 15;LOYOLA 500;1414;C1414AUJ
-34.593611377390424;-58.43779107900692;LOYOLA;800;150;515000;3433.3;0;14.5;VILLA CRESPO;COMUNA 15;LOYOLA 800;1414;C1414AUP
-34.59063070796784;-58.44058609192523;LOYOLA;1200;286;250000;874.1;1.6;14.5;VILLA CRESPO;COMUNA 15;LOYOLA 1200;1414;C1414AUX
-34.58865881084333;-58.44284717804507;LOYOLA;1500;393;440000;1119.6;1.6;14.5;CHACARITA;COMUNA 15;LOYOLA 1500;1414;C1414AVF
-34.58865881084333;-58.44284717804507;LOYOLA;1500;395;480000;1215.2;0;14.5;CHACARITA;COMUNA 15;LOYOLA 1500;1414;C1414AVF
-34.60595554043682;-58.50283523519039;LOZANO, PEDRO;3900;139;170000;1223;1.2;14.5;VILLA DEL PARQUE;COMUNA 11;LOZANO, PEDRO 3900;1417;C1417EEN
-34.61004630991737;-58.509593036359114;LOZANO, PEDRO;4500;113;199000;1761.1;2;14.5;VILLA DEVOTO;COMUNA 11;LOZANO, PEDRO 4500;1417;C1417EEZ
-34.57409957789177;-58.476922133943035;LUGONES;2100;147;240000;1632.7;1.6;14.5;VILLA URQUIZA;COMUNA 12;LUGONES 2100;1430;C1430EBH
-34.56556923493167;-58.48451061659892;LUGONES;3100;217;350000;1612.9;1.6;14.5;VILLA URQUIZA;COMUNA 12;LUGONES 3100;1430;C1430ECJ
-34.562739853962995;-58.48714948005419;LUGONES;3400;279;200000;716.8;0;14.5;VILLA URQUIZA;COMUNA 12;LUGONES 3400;1430;C1430ECP
-34.562739853962995;-58.48714948005419;LUGONES;3400;372;510000;1371;0;14.5;VILLA URQUIZA;COMUNA 12;LUGONES 3400;1430;C1430ECP
-34.638377564280354;-58.399640627856186;LUNA;200;311;230000;739.5;0;14.5;PARQUE PATRICIOS;COMUNA 4;LUNA 200;1437;C1437FEF
-34.6394921394374;-58.39921574114784;LUNA;300;425;345000;811.8;1.2;14.5;PARQUE PATRICIOS;COMUNA 4;LUNA 300;1437;C1437FEH
-34.650671384324895;-58.41760159261376;LUPPI, ABRAHAM J.;1000;338;355000;1050.3;3;14.5;NUEVA POMPEYA;COMUNA 4;LUPPI, ABRAHAM J. 1000;1437;C1437FRB
;;MADERNA, FRANCISCO;2900;360;165000;458.3;0;14.5;;;;;
-34.62773503200347;-58.52739361945794;MADERO;900;200;250000;1250;0;14.5;VERSALLES;COMUNA 10;MADERO 900;1408;C1408BRP
-34.63412703096919;-58.52817518201778;MADRID;6900;907;800000;882;3;14.5;VERSALLES;COMUNA 10;MADRID 6900;1408;C1408AMF
-34.640279536153116;-58.364644832538225;MAGALLANES;1000;210;105000;500;0;14.5;BOCA;COMUNA 4;MAGALLANES 1000;1166;C1166ADB
-34.640279536153116;-58.364644832538225;MAGALLANES;1000;568;240000;422.5;3;14.5;BOCA;COMUNA 4;MAGALLANES 1000;1166;C1166ADB
-34.60654632222322;-58.46583866133722;MAGARIÑOS CERVANTES, A.;1800;480;500000;1041.7;3;14.5;VILLA GRAL. MITRE;COMUNA 11;MAGARIÑOS CERVANTES, A. 1800;1416;C1416DYJ
-34.61008188552845;-58.47351020149834;MAGARIÑOS CERVANTES, A.;2400;272;205000;753.7;1.2;14.5;VILLA GRAL. MITRE;COMUNA 11;MAGARIÑOS CERVANTES, A. 2400;1416;C1416DYV
-34.62973898277265;-58.50420465732663;MAGARIÑOS CERVANTES, A.;5100;490;300000;612.2;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;MAGARIÑOS CERVANTES, A. 5100;1407;C1407MLJ
-34.63859881972043;-58.49919646511801;MANZONI;100;295;400000;1355.9;3.5;14.5;VILLA LURO;COMUNA 10;MANZONI 100;1407;C1407ICB
-34.62158984847588;-58.42512074149378;MARMOL, JOSE;700;207;420000;2029;0;14.5;ALMAGRO;COMUNA 5;MARMOL, JOSE 700;1236;C1236ABF
-34.624855267332016;-58.42450085005587;MARMOL, JOSE;900;180;365000;2027.8;3.5;14.5;BOEDO;COMUNA 5;MARMOL, JOSE 900;1236;C1236ABJ
-34.639659093818786;-58.47745812876233;MARTINEZ CASTRO;600;148;150000;1013.5;1.2;14.5;PARQUE AVELLANEDA;COMUNA 9;MARTINEZ CASTRO 600;1407;C1407JXH
-34.65148446639563;-58.526738455095774;MARTINEZ DE HOZ;7200;147;185000;1258.5;1;14.5;LINIERS;COMUNA 9;MARTINEZ DE HOZ 7200;1408;C1408EMB
-34.5790134352126;-58.449917729069625;MARTINEZ, ENRIQUE, GRAL.;600;260;380000;1461.5;1.6;14.5;COLEGIALES;COMUNA 13;MARTINEZ, ENRIQUE, GRAL. 600;1426;C1426BBH
-34.61745198342857;-58.40009589362958;MATHEU;700;299;450000;1505;2.8;14.5;BALVANERA;COMUNA 3;MATHEU 700;1219;C1219AAB
-34.6195931446356;-58.39989405804913;MATHEU;900;156;200000;1282.1;3.5;14.5;SAN CRISTOBAL;COMUNA 3;MATHEU 900;1219;C1219AAF
-34.62449519405773;-58.399072860756135;MATHEU;1300;313;287000;916.9;2.5;14.5;SAN CRISTOBAL;COMUNA 3;MATHEU 1300;1249;C1249AAB
;;MEDEYROS;3400;407;330000;810.8;1.6;14.5;;;;;
-34.63874704846868;-58.49095895484653;MEDINA;200;448;265000;591.5;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;MEDINA 200;1407;C1407JED
-34.64120469667013;-58.487855225017924;MEDINA;500;92;105000;1141.3;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;MEDINA 500;1407;C1407JEJ
-34.610138605791825;-58.421322073218256;MEDRANO AV.;100;300;850000;2833.3;4;14.5;ALMAGRO;COMUNA 5;MEDRANO AV. 100;1178;C1178ABB
-34.604971926557816;-58.42127794148996;MEDRANO AV.;500;147;650000;4421.8;4;14.5;ALMAGRO;COMUNA 5;MEDRANO AV. 500;1179;C1179AAH
-34.55731952976753;-58.478209699152565;MELIAN AV.;3400;97;238000;2453.6;0;14.5;COGHLAN;COMUNA 12;MELIAN AV. 3400;1430;C1430EYT
-34.597961309364656;-58.48570232201605;MELINCUE;2500;480;890000;1854.2;3.5;14.5;VILLA DEL PARQUE;COMUNA 11;MELINCUE 2500;1417;C1417FGB
-34.600012315174936;-58.48914916916773;MELINCUE;2800;312;325000;1041.7;1.2;14.5;VILLA DEL PARQUE;COMUNA 11;MELINCUE 2800;1417;C1417FGH
-34.605227990328466;-58.49791502761121;MELINCUE;3600;260;290000;1115.4;0;14.5;VILLA DEL PARQUE;COMUNA 11;MELINCUE 3600;1417;C1417FHN
-34.62950140982433;-58.46064180760314;MEMBRILLAR;100;286;490000;1713.3;3.5;14.5;FLORES;COMUNA 7;MEMBRILLAR 100;1406;C1406DPB
-34.62950140982433;-58.46064180760314;MEMBRILLAR;100;673;660000;980.7;0;14.5;FLORES;COMUNA 7;MEMBRILLAR 100;1406;C1406DPB
-34.630659837431494;-58.46008493616787;MEMBRILLAR;200;509;595000;1169;3.5;14.5;FLORES;COMUNA 7;MEMBRILLAR 200;1406;C1406DPD
-34.61751135675223;-58.453736628029624;MENDEZ DE ANDES;1400;428;430000;1004.7;1.6;14.5;CABALLITO;COMUNA 6;MENDEZ DE ANDES 1400;1405;C1405CVT
-34.56501219049903;-58.46405937900665;MENDOZA;3100;298;550000;1845.6;0;14.5;BELGRANO;COMUNA 13;MENDOZA 3100;1428;C1428DLB
-34.580498802770215;-58.489467542867665;MENDOZA;5700;202;570000;2821.8;3.5;14.5;VILLA URQUIZA;COMUNA 12;MENDOZA 5700;1431;C1431CIX
-34.62570683518608;-58.487203408219344;MERCEDES;900;211;218000;1033.2;3;14.5;FLORESTA;COMUNA 10;MERCEDES 900;1407;C1407AHP
-34.62570683518608;-58.487203408219344;MERCEDES;900;212;250000;1179.2;3;14.5;FLORESTA;COMUNA 10;MERCEDES 900;1407;C1407AHP
-34.623460350016956;-58.49002231677599;MERCEDES;1200;226;270000;1194.7;0;14.5;FLORESTA;COMUNA 10;MERCEDES 1200;1407;C1407AHV
-34.636727764087304;-58.421548828391835;METAN;4100;889;1800000;2024.7;1.2;14.5;BOEDO;COMUNA 5;METAN 4100;1240;C1240AEJ
-34.615317141771186;-58.381505600497306;MEXICO;1100;260;420000;1615.4;5;14.5;MONSERRAT;COMUNA 1;MEXICO 1100;1097;C1097AAV
-34.61546345112214;-58.38437248359946;MEXICO;1300;1117;1600000;1432.4;3;14.5;MONSERRAT;COMUNA 1;MEXICO 1300;1097;C1097AAZ
-34.6170353985282;-58.404122353189244;MEXICO;2700;130;230000;1769.2;3.5;14.5;BALVANERA;COMUNA 3;MEXICO 2700;1223;C1223ABD
-34.61827957221952;-58.407914756742166;MEXICO;3000;313;235000;750.8;0;14.5;BALVANERA;COMUNA 3;MEXICO 3000;1223;C1223ABJ
-34.62022454968256;-58.422192688311405;MEXICO;4000;295;450000;1525.4;0;14.5;ALMAGRO;COMUNA 5;MEXICO 4000;1223;C1223ACD
-34.56461327730188;-58.43730145298305;MIGUELETES;1100;446;2300000;5157;4.2;14.5;PALERMO;COMUNA 14;MIGUELETES 1100;1426;C1426BUN
-34.55621771507158;-58.4929149382755;MILLER;4100;216;590000;2731.5;0;14.5;SAAVEDRA;COMUNA 12;MILLER 4100;1431;C1431GFD
-34.614970533491494;-58.49467429254516;MIRANDA;3900;375;400000;1066.7;0;14.5;VILLA SANTA RITA;COMUNA 11;MIRANDA 3900;1407;C1407GFF
-34.61107924210342;-58.40445679668509;MISIONES;100;102;180000;1764.7;3.5;14.5;BALVANERA;COMUNA 3;MISIONES 100;1083;C1083ABB
-34.588696496470234;-58.50395918861324;MISTRAL, GABRIELA;3100;189;295000;1560.8;1.2;14.5;VILLA PUEYRREDON;COMUNA 12;MISTRAL, GABRIELA 3100;1419;C1419GFT
-34.59033230202916;-58.50660508247893;MISTRAL, GABRIELA;3300;357;485000;1358.5;3;14.5;VILLA PUEYRREDON;COMUNA 12;MISTRAL, GABRIELA 3300;1419;C1419GFX
-34.59033230202916;-58.50660508247893;MISTRAL, GABRIELA;3300;692;498000;719.7;3;14.5;VILLA PUEYRREDON;COMUNA 12;MISTRAL, GABRIELA 3300;1419;C1419GFX
-34.60762881113063;-58.38620152883736;MITRE, BARTOLOME;1400;1940;4800000;2474.2;5;14.5;SAN NICOLAS;COMUNA 1;MITRE, BARTOLOME 1400;1036;C1036AAZ
-34.609380839505974;-58.40873318083418;MITRE, BARTOLOME;3000;786;1450000;1844.8;4;14.5;BALVANERA;COMUNA 3;MITRE, BARTOLOME 3000;1201;C1201AAD
-34.60940369970047;-58.414471885912235;MITRE, BARTOLOME;3400;187;480000;2566.8;4;14.5;BALVANERA;COMUNA 3;MITRE, BARTOLOME 3400;1201;C1201AAL
-34.610328506720805;-58.425834730609864;MITRE, BARTOLOME;4200;337;580000;1721.1;3;14.5;ALMAGRO;COMUNA 5;MITRE, BARTOLOME 4200;1201;C1201ABB
-34.61053905054973;-58.427342787137924;MITRE, BARTOLOME;4300;187;480000;2566.8;4;14.5;ALMAGRO;COMUNA 5;MITRE, BARTOLOME 4300;1201;C1201ABD
-34.61053905054973;-58.427342787137924;MITRE, BARTOLOME;4300;651;1400000;2150.5;0;14.5;ALMAGRO;COMUNA 5;MITRE, BARTOLOME 4300;1201;C1201ABD
-34.636973085494795;-58.50225146338361;MOLIERE;100;180;195000;1083.3;1.6;14.5;VILLA LURO;COMUNA 10;MOLIERE 100;1407;C1407BSB
-34.65119353266144;-58.42603789344409;MOM;2900;344;160000;465.1;0;14.5;NUEVA POMPEYA;COMUNA 4;MOM 2900;1437;C1437AKD
-34.636425079580555;-58.39557401331549;MONASTERIO;100;289;300000;1038.1;0;14.5;PARQUE PATRICIOS;COMUNA 4;MONASTERIO 100;1284;C1284AEB
-34.64025872138274;-58.39418046047725;MONASTERIO;400;218;120000;550.5;1.5;14.5;PARQUE PATRICIOS;COMUNA 4;MONASTERIO 400;1284;C1284AEH
-34.55030608889963;-58.44634838175087;MONROE;1100;364;980000;2692.3;2;14.5;BELGRANO;COMUNA 13;MONROE 1100;1428;C1428BKH
-34.567742406568215;-58.47505487535782;MONROE;4000;315;460000;1460.3;1.6;14.5;VILLA URQUIZA;COMUNA 12;MONROE 4000;1430;C1430BLQ
-34.578169364907865;-58.49289425510997;MONROE;5700;154;260000;1688.3;3;14.5;VILLA URQUIZA;COMUNA 12;MONROE 5700;1431;C1431CBB
-34.56296902365715;-58.467388221724775;MONROE AV.;3200;556;1300000;2338.1;0;14.5;BELGRANO;COMUNA 13;MONROE AV. 3200;1428;C1428BMB
-34.65131524301881;-58.4767613767055;MONTE;4400;294;230000;782.3;1.2;14.5;PARQUE AVELLANEDA;COMUNA 9;MONTE 4400;1407;C1407HRJ
-34.663636833866605;-58.490870261221;MONTE;6000;260;150000;576.9;0;14.5;MATADEROS;COMUNA 9;MONTE 6000;1440;C1440BLV
-34.64352870585278;-58.37354319602239;MONTES DE OCA, MANUEL AV.;1400;1600;2700000;1687.5;4;14.5;BARRACAS;COMUNA 4;MONTES DE OCA, MANUEL AV. 1400;1270;C1270ABN
-34.64655019650193;-58.372980804780624;MONTES DE OCA, MANUEL AV.;1700;260;560000;2153.8;4;14.5;BARRACAS;COMUNA 4;MONTES DE OCA, MANUEL AV. 1700;1270;C1270ABQ
